pincode,state,district,latitude,longitude,total_enrolment,total_demographic,total_biometric,spike_count,ever_influx_risk,ever_ghost_risk,mass_migration_days,max_risk_score,pincode_risk_level
127041,Haryana,Bhiwani,28.9734,76.1958,138.0,392.0,3379.0,9,1,0,0,30,Medium
127042,Haryana,Bhiwani,28.7129,76.2911,101.0,969.0,2407.0,9,1,0,0,30,Medium
127043,Haryana,Bhiwani,28.7218,75.7664,181.0,1181.0,3311.0,8,0,0,0,30,Medium
127045,Haryana,Bhiwani,28.9648,75.6063,47.0,159.0,745.0,9,0,0,0,30,Medium
127046,Haryana,Bhiwani,28.9084,75.6121,240.0,3056.0,7184.0,8,1,1,2,50,Medium
127111,Haryana,Bhiwani,28.8199,76.0653,120.0,1225.0,3961.0,8,0,0,0,30,Medium
127114,Haryana,Bhiwani,28.828,76.3087,140.0,771.0,2980.0,11,1,0,0,50,Medium
127201,Haryana,Bhiwani,28.4267,75.804,449.0,4192.0,8667.0,9,1,1,2,50,Medium
127306,Haryana,Bhiwani,28.5921,76.2653,498.0,6867.0,7161.0,14,1,1,4,50,Medium
127307,Haryana,Bhiwani,28.6745,76.3707,106.0,942.0,1343.0,10,0,0,0,30,Medium
127308,Haryana,Bhiwani,28.5094,75.9376,169.0,2212.0,5785.0,6,0,0,0,30,Medium
127309,Haryana,Bhiwani,28.7084,76.22,214.0,2430.0,5733.0,11,0,0,1,50,Medium
127310,Haryana,Bhiwani,28.5216,76.1508,193.0,2326.0,3501.0,7,1,0,1,50,Medium
127311,Haryana,Charkhi Dadri,28.7158,76.1414,8.0,18.0,4.0,2,1,0,0,30,Medium
127312,Haryana,Charkhi Dadri,28.5074,76.0695,77.0,624.0,707.0,11,0,0,0,30,Medium
131001,Haryana,Sonipat,29.01,76.96,2105.0,27615.0,24799.0,8,1,0,5,100,Critical
131021,Haryana,Sonipat,28.96,77.08,186.0,2448.0,2978.0,13,1,0,1,50,Medium
131022,Haryana,Sonipat,21.15,81.71,92.0,267.0,1388.0,8,0,0,0,30,Medium
131023,Haryana,Sonipat,28.93425,77.1521389,243.0,2745.0,3826.0,9,1,0,1,50,Medium
131024,Haryana,Sonipat,29.06,76.9,136.0,863.0,1973.0,12,0,0,0,30,Medium
131027,Haryana,Sonipat,29.03,77.07,194.0,1550.0,3193.0,10,1,0,1,50,Medium
131028,Haryana,Sonipat,29.05,76.91,130.0,2158.0,2223.0,10,0,0,1,50,Medium
131029,Haryana,Sonipat,28.9253611,77.1035833,163.0,1618.0,2734.0,11,0,0,1,50,Medium
131039,Haryana,Sonipat,29.02,77.06,157.0,747.0,2062.0,14,1,0,0,30,Medium
131101,Haryana,Sonipat,29.13,77.01,668.0,5304.0,11142.0,11,1,1,3,50,Medium
131102,Haryana,Sonipat,29.1,76.94,130.0,307.0,2252.0,9,0,0,0,30,Medium
131103,Haryana,Sonipat,28.88,77.1,144.0,1206.0,2376.0,8,0,0,1,50,Medium
131301,Haryana,Sonipat,29.13,76.69,692.0,8398.0,21114.0,12,1,0,3,50,Medium
131302,Haryana,Sonipat,29.18,76.62,184.0,1915.0,5967.0,9,1,0,0,30,Medium
131304,Haryana,Sonipat,29.14,77.04,91.0,450.0,2359.0,7,0,0,0,30,Medium
131305,Haryana,Sonipat,29.2,76.61,84.0,331.0,1642.0,5,0,0,0,30,Medium
131306,Haryana,Sonipat,29.2,76.77,138.0,501.0,3280.0,11,0,0,0,30,Medium
131402,Haryana,Sonipat,28.87,76.91,290.0,2492.0,4808.0,9,0,0,0,30,Medium
131403,Haryana,Sonipat,28.9926944,77.0179722,49.0,405.0,1264.0,5,0,0,0,30,Medium
131408,Haryana,Sonipat,28.98,76.81,167.0,837.0,3584.0,11,0,0,0,30,Medium
131409,Haryana,Sonipat,28.9894444,77.0252777,68.0,232.0,1447.0,11,0,0,0,30,Medium
132001,Haryana,Karnal,29.32,29.32,1438.0,25520.0,35371.0,9,1,0,4,80,Critical
132022,Haryana,Karnal,29.7176111,77.0783056,95.0,368.0,1699.0,14,0,0,0,30,Medium
132023,Haryana,Karnal,29.6874444,76.9906666,90.0,813.0,1968.0,9,0,0,0,30,Medium
132024,Haryana,Karnal,29.3959722,76.9606388,174.0,1544.0,6524.0,9,0,0,1,50,Medium
132036,Haryana,Karnal,32.5,35.2,181.0,470.0,3525.0,10,0,0,0,30,Medium
132037,Haryana,Karnal,29.6874444,76.9906666,148.0,921.0,2845.0,9,0,0,0,30,Medium
132039,Haryana,Karnal,100.0,100.0,495.0,2754.0,9496.0,9,1,0,1,50,Medium
132040,Haryana,Karnal,100.0,100.0,189.0,518.0,3234.0,11,0,0,0,30,Medium
132041,Haryana,Karnal,29.5902777,76.1099166,339.0,2482.0,10480.0,15,0,0,2,50,Medium
132046,Haryana,Karnal,29.5286111,75.9966111,118.0,495.0,2730.0,15,0,0,0,30,Medium
132054,Haryana,Karnal,100.0,100.0,172.0,1348.0,4351.0,6,0,0,0,30,Medium
132101,Haryana,Panipat,35.36,26.36,406.0,5345.0,9731.0,13,1,0,2,50,Medium
132102,Haryana,Panipat,33.33,25.36,43.0,642.0,1250.0,9,0,0,0,30,Medium
132103,Haryana,Panipat,29.5902777,76.1099166,6742.0,55763.0,71927.0,7,0,0,5,80,Critical
132104,Haryana,Panipat,32.6,32.6,205.0,1355.0,4940.0,9,1,0,0,30,Medium
132105,Haryana,Panipat,29.392675,76.9650361,107.0,455.0,1531.0,10,0,0,0,30,Medium
132106,Haryana,Panipat,36.87,25.85,5.0,50.0,71.0,3,0,0,0,30,Medium
132107,Haryana,Panipat,25.5,25.5,201.0,2002.0,5880.0,8,0,0,1,50,Medium
132108,Haryana,Panipat,25.3,25.3,122.0,737.0,2147.0,11,0,0,0,30,Medium
132113,Haryana,Panipat,25.3,25.3,356.0,2786.0,6961.0,9,1,0,2,50,Medium
132114,Haryana,Karnal,26.32,26.32,1010.0,7851.0,15467.0,10,1,0,5,50,Medium
132115,Haryana,Panipat,29.2262222,77.1155556,74.0,294.0,1028.0,12,0,0,0,30,Medium
132116,Haryana,Karnal,29.5286111,75.9966111,238.0,3292.0,8237.0,7,1,1,2,50,Medium
132117,Haryana,Karnal,29.8351111,76.9176389,236.0,1184.0,6153.0,11,1,0,0,50,Medium
132122,Haryana,Panipat,29.5902777,76.1099166,72.0,302.0,1428.0,10,0,0,0,30,Medium
132140,Haryana,Panipat,25.6,25.6,91.0,696.0,1916.0,11,0,0,0,30,Medium
132145,Haryana,Panipat,32.5,32.5,100.0,520.0,2178.0,14,0,1,0,30,Medium
132157,Haryana,Karnal,29.3959722,76.9606388,193.0,616.0,5481.0,14,0,0,0,30,Medium
133001,Haryana,Ambala,30.3347222,76.8601389,520.0,7639.0,12638.0,12,1,0,3,50,Medium
133004,Haryana,Ambala,30.280537,76.880744,200.0,990.0,4191.0,11,1,0,0,30,Medium
133005,Haryana,Ambala,30.3781868,76.7766894,107.0,799.0,1723.0,12,1,1,0,50,Medium
133006,Haryana,Ambala,30.3325556,76.8798333,12.0,85.0,290.0,5,0,0,0,30,Medium
133101,Haryana,Ambala,30.38425,76.7716667,83.0,346.0,1370.0,12,0,0,0,30,Medium
133102,Haryana,Ambala,30.251419,76.900919,103.0,429.0,1930.0,14,0,0,0,30,Medium
133103,Haryana,Yamuna Nagar,30.293627,77.184278,243.0,3117.0,7745.0,8,1,0,2,50,Medium
133104,Haryana,Ambala,30.30052,76.96861,179.0,975.0,3079.0,7,1,0,0,30,Medium
133201,Haryana,Ambala,30.2166667,77.042,195.0,1077.0,3832.0,15,1,0,0,30,Medium
133202,Haryana,Ambala,30.264186,77.126944,97.0,450.0,2023.0,11,0,1,0,30,Medium
133203,Haryana,Ambala,30.378184,76.7766914,147.0,993.0,2980.0,10,1,1,0,30,Medium
133204,Haryana,Yamuna Nagar,30.378,76.77599999999998,233.0,1952.0,8238.0,9,0,0,0,30,Medium
133205,Haryana,Ambala,30.3781848,76.7766914,126.0,1190.0,3990.0,12,1,0,0,30,Medium
133206,Haryana,Ambala,30.316,77.235,115.0,572.0,3476.0,10,0,1,0,30,Medium
133301,Haryana,Panchkula,30.7742777,76.8948333,43.0,403.0,858.0,8,1,0,0,50,Medium
133302,Haryana,Panchkula,30.378188,76.776687,138.0,2512.0,5095.0,9,1,0,1,80,Critical
134003,Haryana,Ambala,30.38425,76.7716667,1207.0,10069.0,27290.0,11,1,0,3,100,Critical
134007,Haryana,Ambala,30.3682963,76.805097,87.0,1112.0,2158.0,8,1,0,0,50,Medium
134101,Haryana,Panchkula,30.7827222,76.9102778,3.0,45.0,75.0,7,0,0,0,30,Medium
134102,Haryana,Panchkula,30.81235,77.00608,232.0,7538.0,7915.0,7,1,0,4,50,Medium
134103,Haryana,Panchkula,30.6343333,76.91525,0.0,1.0,2.0,0,0,0,0,0,No Risk
134104,Haryana,Panchkula,30.7826389,76.9247222,27.0,248.0,445.0,11,0,0,0,30,Medium
134105,Haryana,Panchkula,30.38425,76.7716667,0.0,53.0,6.0,0,0,0,0,0,No Risk
134107,Haryana,Panchkula,30.7238333,76.8759167,61.0,550.0,1181.0,12,0,0,0,30,Medium
134108,Haryana,Panchkula,30.7064167,76.8727778,35.0,365.0,793.0,7,0,0,0,30,Medium
134109,Haryana,Panchkula,30.692,76.8696,231.0,3603.0,4909.0,12,1,1,2,50,Medium
134112,Haryana,Panchkula,30.7486944,76.85475,67.0,1859.0,2115.0,8,1,0,1,80,Critical
134113,Haryana,Panchkula,30.6765722,76.8369361,193.0,6113.0,5828.0,12,1,0,4,50,Medium
134114,Haryana,Panchkula,30.7212222,76.8525833,54.0,426.0,521.0,9,0,1,0,30,Medium
134116,Haryana,Panchkula,30.565659,76.937756,142.0,6001.0,4626.0,7,0,0,4,50,Medium
134117,Haryana,Panchkula,30.6691944,76.8578611,28.0,348.0,231.0,9,0,0,0,30,Medium
134118,Haryana,Panchkula,31.31155,74.84805,247.0,2295.0,4766.0,9,1,1,0,50,Medium
134201,Haryana,Ambala,30.378183,76.776692,124.0,660.0,1718.0,9,1,1,0,50,Medium
134202,Haryana,Ambala,30.4234973,76.9621951,289.0,2305.0,4168.0,10,1,1,1,50,Medium
134203,Haryana,Ambala,30.519862,76.809743,538.0,5355.0,10110.0,11,1,0,3,50,Medium
134204,Haryana,Panchkula,30.596815,77.13147499999998,163.0,2452.0,4567.0,11,1,0,1,50,Medium
134205,Haryana,Panchkula,30.378186,76.776689,60.0,491.0,1169.0,13,0,0,0,30,Medium
135001,Haryana,Yamuna Nagar,30.1339444,77.29075,1533.0,15269.0,32421.0,9,1,0,2,50,Medium
135002,Haryana,Yamuna Nagar,30.3781838,76.7766924,137.0,1522.0,3091.0,10,1,0,1,50,Medium
135003,Haryana,Yamuna Nagar,30.238759,77.292951,449.0,11539.0,14032.0,9,0,0,5,50,Medium
135021,Haryana,Yamuna Nagar,30.31587,77.52009,189.0,2265.0,4194.0,10,1,0,1,80,Critical
135101,Haryana,Yamuna Nagar,30.208768,77.131752,277.0,4744.0,7803.0,11,1,0,3,50,Medium
135102,Haryana,Yamuna Nagar,30.378,76.77599999999998,306.0,5206.0,7658.0,11,1,0,4,50,Medium
135103,Haryana,Yamuna Nagar,30.323284,77.417841,316.0,3448.0,6675.0,11,1,0,2,50,Medium
135106,Haryana,Yamuna Nagar,30.4473315,77.4472425,142.0,766.0,2529.0,10,1,0,0,50,Medium
135133,Haryana,Yamuna Nagar,30.045213,77.100332,446.0,4516.0,12771.0,11,0,0,2,50,Medium
136020,Haryana,Kaithal,29.875369,76.606611,101.0,714.0,2697.0,8,1,1,0,30,Medium
136021,Haryana,Kaithal,29.846383,76.663193,126.0,907.0,5120.0,9,1,0,0,50,Medium
136026,Haryana,Kaithal,29.762047,76.559555,153.0,544.0,5115.0,10,1,0,0,30,Medium
136027,Haryana,Kaithal,29.799859,76.4173,2025.0,23365.0,40228.0,10,1,1,4,100,Critical
136030,Haryana,Kurukshetra,29.93617,76.551097,115.0,286.0,3013.0,12,1,0,0,30,Medium
136033,Haryana,Kaithal,29.799859,76.4173,238.0,2123.0,4819.0,10,0,0,1,50,Medium
136034,Haryana,Kaithal,29.799859,76.4173,293.0,4324.0,9120.0,10,0,0,2,50,Medium
136035,Haryana,Kaithal,30.038024,76.298064,130.0,2427.0,3965.0,10,0,0,1,50,Medium
136038,Haryana,Kurukshetra,29.5702778,76.8703056,43.0,179.0,1296.0,10,0,0,0,30,Medium
136042,Haryana,Kaithal,29.802463,76.560383,104.0,1014.0,5438.0,7,1,0,0,50,Medium
136043,Haryana,Kaithal,29.670538,76.5168,281.0,1395.0,6894.0,14,0,0,0,30,Medium
136044,Haryana,Kaithal,29.57595,76.484933,157.0,752.0,3833.0,9,0,0,0,30,Medium
136117,Haryana,Kaithal,29.674897,76.256273,517.0,3596.0,12772.0,10,0,0,1,50,Medium
136118,Haryana,Kurukshetra,29.9653611,76.8261389,499.0,7508.0,14211.0,10,1,0,2,50,Medium
136119,Haryana,Kurukshetra,29.955549,76.812926,411.0,2682.0,8948.0,9,1,0,1,50,Medium
136128,Haryana,Kurukshetra,29.981417,76.589277,325.0,3943.0,12598.0,9,1,0,3,50,Medium
136129,Haryana,Kurukshetra,30.115686,76.666405,150.0,425.0,3314.0,14,0,0,0,30,Medium
136130,Haryana,Kurukshetra,29.973217,76.830346,94.0,313.0,3327.0,8,0,0,0,30,Medium
136131,Haryana,Kurukshetra,29.973217,76.830346,274.0,1966.0,7230.0,10,1,1,1,50,Medium
136132,Haryana,Kurukshetra,29.987047,77.041004,364.0,3241.0,6982.0,14,1,1,2,50,Medium
136135,Haryana,Kurukshetra,29.973217,76.830346,499.0,7700.0,17022.0,11,0,0,4,50,Medium
136136,Haryana,Kurukshetra,30.166519,76.709604,58.0,133.0,1945.0,11,0,0,0,30,Medium
136156,Haryana,Kurukshetra,30.084325,76.987348,166.0,1451.0,4647.0,13,0,0,0,30,Medium
140001,Punjab,Rupnagar,30.692051,76.69841,234.0,2128.0,6342.0,10,0,0,1,50,Medium
140101,Punjab,Fatehgarh Sahib,30.692051,76.69841,104.0,2189.0,5246.0,8,0,0,1,80,Critical
140102,Punjab,Fatehgarh Sahib,30.692051,76.69841,48.0,402.0,1749.0,11,0,1,0,30,Medium
140103,Punjab,Rupnagar,30.9666111,76.3715277,190.0,1952.0,5493.0,9,0,0,1,50,Medium
140108,Punjab,Rupnagar,30.692051,76.69840999999998,84.0,1158.0,3784.0,10,0,0,0,30,Medium
140109,Punjab,SAS Nagar (Mohali),30.9666111,76.3715277,42.0,184.0,863.0,12,1,0,0,50,Medium
140110,Punjab,SAS Nagar (Mohali),30.692051,76.69840999999998,53.0,460.0,1623.0,8,0,0,0,30,Medium
140111,Punjab,Rupnagar,30.692051,76.69840999999998,89.0,812.0,2825.0,12,0,0,0,30,Medium
140112,Punjab,Fatehgarh Sahib,30.9666111,76.3715277,58.0,534.0,1884.0,9,0,0,0,30,Medium
140113,Punjab,Rupnagar,30.9666111,76.3715277,60.0,619.0,1945.0,7,1,0,0,30,Medium
140114,Punjab,Rupnagar,30.9666111,76.3715277,38.0,147.0,1724.0,9,0,0,0,30,Medium
140115,Punjab,Rupnagar,31.1848333,76.5674722,27.0,158.0,1158.0,11,1,1,0,30,Medium
140116,Punjab,Rupnagar,30.9666111,76.3715277,66.0,186.0,2380.0,9,0,0,0,30,Medium
140117,Punjab,Rupnagar,30.9666111,76.3715277,226.0,875.0,5162.0,12,0,0,0,30,Medium
140118,Punjab,Rupnagar,30.692051,76.69841,62.0,510.0,1959.0,13,0,0,0,30,Medium
140119,Punjab,Rupnagar,30.692051,76.69841,84.0,465.0,2128.0,12,1,1,0,50,Medium
140123,Punjab,Rupnagar,30.9666111,76.3715277,29.0,256.0,1728.0,7,0,0,0,30,Medium
140124,Punjab,Rupnagar,30.692051,76.69841,73.0,493.0,1754.0,7,0,1,0,30,Medium
140125,Punjab,Rupnagar,30.692051,76.69841,49.0,583.0,1780.0,6,0,1,0,30,Medium
140126,Punjab,Rupnagar,30.9666111,76.3715277,103.0,1562.0,4439.0,9,1,0,1,80,Critical
140133,Punjab,Rupnagar,30.9666111,76.3715277,70.0,474.0,2579.0,8,1,0,0,50,Medium
140201,Punjab,S.A.S Nagar(Mohali),30.692051,76.69841,81.0,1011.0,1554.0,7,0,1,0,30,Medium
140301,Punjab,Rupnagar,30.9666111,76.3715277,1711.0,20533.0,16139.0,6,1,1,5,100,Critical
140306,Punjab,S.A.S Nagar(Mohali),30.6431388,75.7233055,161.0,2041.0,3015.0,12,1,0,0,50,Medium
140307,Punjab,SAS Nagar (Mohali),30.9666111,76.3715277,173.0,2101.0,3361.0,12,1,1,0,30,Medium
140308,Punjab,S.A.S Nagar(Mohali),30.692051,76.69840999999998,112.0,1568.0,1649.0,11,0,1,0,45,Medium
140401,Punjab,Fatehgarh Sahib,30.486038,76.592572,572.0,10615.0,15972.0,13,0,0,4,50,Medium
140405,Punjab,Fatehgarh Sahib,30.56,76.31,32.0,231.0,1263.0,11,0,0,0,30,Medium
140406,Punjab,Fatehgarh Sahib,30.64,76.36,337.0,6469.0,13077.0,11,1,0,2,50,Medium
140407,Punjab,Fatehgarh Sahib,30.648067,76.392631,16.0,118.0,522.0,8,0,0,0,30,Medium
140412,Punjab,Fatehgarh Sahib,30.83,76.52,116.0,1758.0,5752.0,10,1,0,1,50,Medium
140413,Punjab,Rupnagar,30.9666111,76.3715277,29.0,381.0,1311.0,10,0,0,0,30,Medium
140417,Punjab,Patiala,30.39,76.66,123.0,1004.0,3894.0,12,0,0,0,30,Medium
140501,Punjab,SAS Nagar (Mohali),30.692051,76.69841,231.0,2450.0,5725.0,13,1,0,1,50,Medium
140506,Punjab,SAS Nagar (Mohali),30.692051,76.69841,13.0,142.0,140.0,8,0,0,0,30,Medium
140507,Punjab,SAS Nagar (Mohali),30.692051,76.69841,271.0,3915.0,4039.0,10,0,1,2,50,Medium
140601,Punjab,Patiala,30.53,76.66,193.0,1206.0,4702.0,10,0,0,0,30,Medium
140602,Punjab,Fatehgarh Sahib,30.42,76.48,125.0,748.0,2636.0,8,1,0,0,30,Medium
140603,Punjab,SAS Nagar (Mohali),30.692051,76.69841,593.0,13879.0,6893.0,10,1,1,4,50,Medium
140604,Punjab,S.A.S Nagar(Mohali),30.6703333,76.8320556,69.0,1146.0,1728.0,10,0,1,0,30,Medium
140701,Punjab,Patiala,30.39,76.59,120.0,972.0,3202.0,10,0,0,0,30,Medium
140702,Punjab,Patiala,30.34,76.43,127.0,1314.0,2988.0,10,0,1,1,50,Medium
140802,Punjab,Fatehgarh Sahib,30.82,76.38,52.0,355.0,1336.0,12,0,0,0,30,Medium
140901,Punjab,S.A.S Nagar(Mohali),30.8009722,76.7428611,85.0,1307.0,1768.0,9,1,1,0,30,Medium
141001,Punjab,Ludhiana,30.894,75.8178888,2449.0,13319.0,16902.0,7,1,0,3,50,Medium
141002,Punjab,Ludhiana,30.8414722,75.6719722,293.0,1099.0,3644.0,12,1,0,0,50,Medium
141003,Punjab,Ludhiana,30.8656777,75.86405,2521.0,12723.0,17265.0,10,1,0,3,70,High
141004,Punjab,Ludhiana,30.9023889,75.8146944,4.0,31.0,78.0,5,0,0,0,30,Medium
141006,Punjab,Ludhiana,30.8589167,75.8616389,54.0,426.0,1301.0,8,0,0,0,30,Medium
141007,Punjab,Ludhiana,30.98,75.95,3753.0,11437.0,19329.0,10,1,0,1,70,High
141008,Punjab,Ludhiana,30.9150555,75.8796111,3947.0,23946.0,26087.0,11,1,0,5,70,High
141010,Punjab,Ludhiana,30.9023056,75.9041944,1102.0,7736.0,11178.0,8,1,0,2,50,Medium
141012,Punjab,Ludhiana,30.877874,75.780026,458.0,1812.0,3377.0,4,0,0,1,50,Medium
141013,Punjab,Ludhiana,30.8593611,75.8317778,410.0,2987.0,5095.0,8,0,0,1,50,Medium
141014,Punjab,Ludhiana,30.8695972,75.882925,458.0,2624.0,3997.0,9,0,0,1,50,Medium
141015,Punjab,Ludhiana,30.96,75.92,980.0,3282.0,6439.0,11,0,0,1,50,Medium
141016,Punjab,Ludhiana,30.848,75.8905,383.0,3201.0,6224.0,11,1,0,1,50,Medium
141101,Punjab,Ludhiana,29.72456,75.6697667,102.0,592.0,1685.0,10,1,0,0,50,Medium
141102,Punjab,Ludhiana,30.869803,75.720431,59.0,322.0,888.0,13,0,0,0,30,Medium
141103,Punjab,Ludhiana,30.8020472,75.6881388,16.0,93.0,320.0,9,0,0,0,30,Medium
141104,Punjab,Ludhiana,31.989502,75.045052,21.0,247.0,910.0,8,1,0,0,30,Medium
141105,Punjab,Ludhiana,30.775309,75.686262,29.0,199.0,699.0,8,1,0,0,30,Medium
141106,Punjab,Ludhiana,30.7642861,75.6514138,4.0,44.0,72.0,4,0,0,0,30,Medium
141107,Punjab,Ludhiana,30.752087,75.858119,37.0,368.0,1390.0,12,0,0,0,30,Medium
141108,Punjab,Ludhiana,31.150573,75.578612,29.0,342.0,1031.0,8,1,0,0,50,Medium
141109,Punjab,Ludhiana,30.642549,75.643282,136.0,1590.0,4719.0,8,1,0,0,50,Medium
141110,Punjab,Ludhiana,26.897615,75.830189,50.0,284.0,1332.0,7,0,0,0,30,Medium
141112,Punjab,Ludhiana,30.907622,75.997844,97.0,1111.0,1769.0,9,0,0,0,30,Medium
141113,Punjab,Ludhiana,30.862155,76.089951,26.0,281.0,975.0,12,1,0,0,50,Medium
141114,Punjab,Ludhiana,30.836281,76.214596,145.0,1975.0,4995.0,8,1,1,1,50,Medium
141115,Punjab,Ludhiana,30.963532,76.246464,197.0,1506.0,4440.0,12,1,1,0,50,Medium
141116,Punjab,Ludhiana,30.793602,75.598985,184.0,2056.0,3530.0,11,1,0,1,50,Medium
141117,Punjab,Ludhiana,41.383682,75.6697668,25.0,436.0,1562.0,9,0,0,0,30,Medium
141118,Punjab,Ludhiana,30.70701,75.849764,71.0,550.0,1512.0,9,1,1,0,30,Medium
141119,Punjab,Ludhiana,30.639726,75.903497,49.0,715.0,1786.0,13,1,0,0,50,Medium
141120,Punjab,Ludhiana,31.311716,75.210711,143.0,994.0,2543.0,10,1,1,0,50,Medium
141121,Punjab,Ludhiana,46.188722,6.044457,66.0,383.0,1694.0,14,1,0,0,50,Medium
141122,Punjab,Ludhiana,30.99833,75.652084,42.0,630.0,875.0,7,0,0,0,30,Medium
141123,Punjab,Ludhiana,30.897719,75.971724,120.0,560.0,1733.0,8,0,0,0,30,Medium
141125,Punjab,Ludhiana,33.544072,73.196911,14.0,180.0,496.0,11,0,0,0,30,Medium
141126,Punjab,Ludhiana,30.89528,76.084151,94.0,618.0,2605.0,11,1,0,0,50,Medium
141201,Punjab,Ludhiana,30.7623611,75.8213055,14.0,102.0,314.0,7,0,1,0,30,Medium
141202,Punjab,Ludhiana,30.76524,75.740783,28.0,230.0,583.0,7,0,0,0,30,Medium
141203,Punjab,Ludhiana,30.749327,75.787292,9.0,213.0,421.0,8,0,0,0,30,Medium
141204,Punjab,Ludhiana,27.818593,74.437907,47.0,403.0,1283.0,10,0,0,0,30,Medium
141205,Punjab,Ludhiana,49.001574,24.032911,42.0,342.0,919.0,8,0,0,0,30,Medium
141206,Punjab,Ludhiana,28.633183,70.657369,38.0,362.0,1113.0,8,0,1,0,30,Medium
141401,Punjab,Ludhiana,30.6526111,76.2796111,313.0,6131.0,10402.0,8,1,0,2,50,Medium
141411,Punjab,Fatehgarh Sahib,30.74,76.36,54.0,411.0,1831.0,11,0,0,0,30,Medium
141412,Punjab,Ludhiana,30.724767,76.107985,15.0,145.0,892.0,8,0,0,0,30,Medium
141413,Punjab,Ludhiana,30.6917777,75.0311388,20.0,185.0,804.0,9,0,0,0,30,Medium
141414,Punjab,Ludhiana,30.653488,76.145766,52.0,281.0,1517.0,13,0,0,0,30,Medium
141415,Punjab,Ludhiana,30.569922,76.078307,24.0,169.0,872.0,11,0,0,0,30,Medium
141416,Punjab,Ludhiana,30.753299,76.07255,47.0,266.0,1458.0,8,1,0,0,50,Medium
141417,Punjab,Ludhiana,30.729733,76.209241,22.0,223.0,881.0,11,1,0,0,50,Medium
141418,Punjab,Ludhiana,30.834016,76.089951,30.0,308.0,1214.0,12,1,0,0,50,Medium
141419,Punjab,Ludhiana,30.7265,75.9837777,16.0,297.0,497.0,10,0,0,0,30,Medium
141421,Punjab,Ludhiana,30.77938,75.95721,190.0,1705.0,5060.0,10,1,0,1,50,Medium
141422,Punjab,Ludhiana,30.813234,75.648448,9.0,128.0,376.0,5,0,0,0,30,Medium
141801,Punjab,Fatehgarh Sahib,30.78,76.3,59.0,748.0,2664.0,15,1,0,0,50,Medium
142001,Punjab,Moga,30.815948,75.166847,383.0,10072.0,18879.0,11,1,1,3,50,Medium
142011,Punjab,Moga,30.777983,75.250855,60.0,408.0,1875.0,16,1,0,0,50,Medium
142021,Punjab,Ludhiana,30.824324,75.747324,57.0,384.0,1260.0,14,1,0,0,50,Medium
142022,Punjab,Ludhiana,28.655408,77.185181,70.0,1096.0,1905.0,7,0,0,0,30,Medium
142023,Punjab,Ludhiana,30.794852,75.601999,22.0,338.0,1097.0,9,1,0,0,30,Medium
142024,Punjab,Ludhiana,31.225227,75.569881,30.0,221.0,645.0,10,0,0,0,30,Medium
142025,Punjab,Ludhiana,30.942665,75.575702,34.0,266.0,1155.0,11,0,0,0,30,Medium
142026,Punjab,Ludhiana,30.7936111,75.4743333,509.0,3032.0,5975.0,10,1,0,1,50,Medium
142027,Punjab,Ludhiana,30.8924277,75.7600194,58.0,665.0,1435.0,9,0,0,0,30,Medium
142029,Punjab,Ludhiana,30.779544,75.724065,26.0,357.0,802.0,8,0,0,0,30,Medium
142030,Punjab,Ludhiana,30.727489,75.511656,30.0,238.0,813.0,11,0,0,0,30,Medium
142031,Punjab,Ludhiana,30.6020555,75.4294444,23.0,221.0,777.0,9,0,0,0,30,Medium
142032,Punjab,Ludhiana,30.612156,75.511656,45.0,487.0,1980.0,10,1,0,0,50,Medium
142033,Punjab,Ludhiana,30.930017,75.419896,150.0,1154.0,3354.0,9,1,1,0,50,Medium
142034,Punjab,Ludhiana,30.6756944,75.4573138,22.0,334.0,1323.0,9,1,0,0,50,Medium
142035,Punjab,Ludhiana,23.18401,88.030195,89.0,1097.0,2270.0,9,1,0,0,50,Medium
142036,Punjab,Ludhiana,30.801516,75.421362,46.0,599.0,1083.0,14,1,0,0,30,Medium
142037,Punjab,Moga,30.68715,75.30629999999998,52.0,442.0,2450.0,13,1,0,0,50,Medium
142038,Punjab,Moga,30.70515,75.03695999999998,144.0,1955.0,5372.0,11,1,0,0,50,Medium
142039,Punjab,Moga,30.8164673,75.1717023,77.0,578.0,2817.0,14,0,0,0,30,Medium
142040,Punjab,Moga,30.7435745,75.2030129,31.0,212.0,1271.0,11,1,0,0,30,Medium
142041,Punjab,Moga,30.92545,75.32885,32.0,295.0,1446.0,11,0,0,0,30,Medium
142042,Punjab,Moga,30.9744817,75.223835,164.0,1325.0,6258.0,13,1,0,0,50,Medium
142043,Punjab,Ferozepur,31.05585,75.13277,148.0,2700.0,6573.0,12,1,0,1,80,Critical
142044,Punjab,Ferozepur,31.09945,74.93417,173.0,3079.0,6732.0,8,1,0,2,50,Medium
142045,Punjab,Moga,30.83555,75.04759,35.0,344.0,1102.0,9,0,0,0,30,Medium
142046,Punjab,Moga,30.5598021,75.22602399999998,51.0,239.0,1273.0,16,1,0,0,50,Medium
142047,Punjab,Ferozepur,30.968537,74.991057,171.0,2891.0,7224.0,8,1,0,1,50,Medium
142048,Punjab,Moga,30.8164673,75.1717023,161.0,1893.0,5914.0,9,0,0,1,50,Medium
142049,Punjab,Moga,30.78605,75.205,122.0,853.0,3406.0,10,1,1,0,50,Medium
142050,Punjab,Ferozepur,30.85535,74.94099,78.0,1179.0,4379.0,5,1,0,0,50,Medium
